PID COMMAND
24490 /Applications/Min.app/Contents/Frameworks/Min
24489 /Applications/Min.app/Contents/Frameworks/Min
24488 /Applications/Min.app/Contents/Frameworks/Min
24487 /Applications/Min.app/Contents/Frameworks/Min
24476 /Applications/Min.app/Contents/Frameworks/Min
24461 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
24459 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
24087 /Applications/Min.app/Contents/Frameworks/Min
24086 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
24084 /Applications/Min.app/Contents/Frameworks/Min
24083 /Applications/Min.app/Contents/Frameworks/Electron
24081 /Applications/Min.app/Contents/MacOS/Min
23350 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
21140 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/com.apple.siri.ClientFlow.ClientScripter.xpc/Contents/MacOS/com.apple.siri.ClientFlow.ClientScripter
11402 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
11401 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
11275 /System/Library/CoreServices/NowPlayingTouchUI.app/Contents/MacOS/NowPlayingTouchUI
11260 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
11259 /Applications/Signal.app/Contents/Frameworks/Signal
11258 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
11255 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
11254 /Applications/Signal.app/Contents/Frameworks/Signal
11253 /Applications/Signal.app/Contents/Frameworks/Signal
11251 /Applications/Signal.app/Contents/MacOS/Signal
11249 /System/Applications/Messages.app/Contents/MacOS/Messages
11243 /Applications/Brave
11241 /Users/robertpoenaru/Applications/Brave
11240 /System/Applications/Calendar.app/Contents/MacOS/Calendar
10793 /usr/libexec/PerfPowerServices
10654 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
